# Program:featureCounts v2.0.6; Command:"featureCounts" "-O" "-t" "gene" "-g" "gene_name" "-a" "gencode.v41.annotation.gtf" "-o" "counts.txt" "./SRR5223500_2.fastq_mappedAligned.sortedByCoord.out.bam" "./SRR5223505_2.fastq_mappedAligned.sortedByCoord.out.bam" "./SRR5223522_2.fastq_mappedAligned.sortedByCoord.out.bam" "./SRR5223543_2.fastq_mappedAligned.sortedByCoord.out.bam" "./SRR5223547_2.fastq_mappedAligned.sortedByCoord.out.bam" "./SRR5223570_2.fastq_mappedAligned.sortedByCoord.out.bam" "-T" "20" "-p" 
Geneid	Chr	Start	End	Strand	Length	./SRR5223500_2.fastq_mappedAligned.sortedByCoord.out.bam	./SRR5223505_2.fastq_mappedAligned.sortedByCoord.out.bam	./SRR5223522_2.fastq_mappedAligned.sortedByCoord.out.bam	./SRR5223543_2.fastq_mappedAligned.sortedByCoord.out.bam	./SRR5223547_2.fastq_mappedAligned.sortedByCoord.out.bam	./SRR5223570_2.fastq_mappedAligned.sortedByCoord.out.bam
ENSG00000287211	chr20	26135983	26188191	+	52209	0	8	18	10	4	0
MIR663AHG	chr20	26167817	26251546	-	83730	216	160	499	268	123	94
ENSG00000238129	chr20	26188408	26196891	+	8484	12	2	52	12	1	0
MIR663A	chr20	26208186	26208278	-	93	0	0	0	0	0	0
FRG1CP	chr20	28563850	28602858	-	39009	1139	625	844	1011	778	218
FRG1DP	chr20	29080390	29102761	+	22372	34	9	24	14	20	10
DUX4L32	chr20	29318824	29319579	+	756	0	0	0	0	2	0
PCMTD1P7	chr20	29321310	29321666	-	357	0	0	0	2	0	0
DUX4L33	chr20	29324092	29325049	+	958	0	0	0	0	0	0
DUX4L34	chr20	29410348	29411600	-	1253	0	0	0	0	0	0
FRG2EP	chr20	29415264	29416911	-	1648	0	2	0	0	0	0
RARRES2P11	chr20	29427400	29427883	-	484	0	0	0	0	0	0
AGGF1P10	chr20	29430723	29432913	+	2191	0	0	0	0	0	0
DUX4L35	chr20	29448517	29449306	-	790	0	0	0	0	0	0
FRG1EP	chr20	29480147	29497179	-	17033	21	18	32	12	11	6
FAM242B	chr20	29548661	29559705	+	11045	0	0	0	0	0	0
CFTRP2	chr20	29641778	29641976	+	199	0	0	0	0	0	0
CDC27P3	chr20	29746181	29748090	+	1910	0	0	0	2	0	0
RNA5SP532	chr20	29874059	29874177	+	119	0	0	0	0	0	0
DUX4L37	chr20	29878636	29879363	-	728	0	0	0	0	0	0
CFTRP3	chr20	30214765	30214976	-	212	0	0	0	0	0	0
LINC01597	chr20	30278906	30289956	-	11051	66	60	30	64	64	14
ENSG00000286483	chr20	30281837	30282954	+	1118	0	6	0	4	8	2
ENSG00000287288	chr20	30294550	30312480	+	17931	6	0	4	0	0	0
FAM242A	chr20	30323367	30362276	-	38910	2	0	0	0	2	0
FRG1BP	chr20	30377372	30399257	+	21886	749	484	551	596	476	173
MLLT10P1	chr20	30403123	30403384	-	262	12	5	1	3	5	0
ZNF285DP	chr20	30537597	30556427	+	18831	0	0	0	0	0	0
ANKRD20A21P	chr20	30656033	30723932	-	67900	1	0	2	1	0	0
RNA5SP528	chr20	30816156	30816274	-	119	0	0	0	0	0	0
DEFB115	chr20	31257664	31259632	+	1969	0	0	0	0	0	0
DKKL1P1	chr20	31274170	31274867	+	698	0	0	0	0	0	0
ENSG00000224628	chr20	31285317	31286835	-	1519	1	2	6	0	0	0
DEFB116	chr20	31303212	31308585	-	5374	0	0	0	0	0	0
RPL31P3	chr20	31311303	31311962	-	660	0	0	0	0	0	0
HAUS6P2	chr20	31341371	31344471	-	3101	0	0	0	0	0	0
RNA5SP480	chr20	31356870	31356978	+	109	0	0	0	0	0	0
DEFB117	chr20	31360790	31360930	+	141	0	0	0	0	0	0
DEFB118	chr20	31368601	31373923	+	5323	0	0	0	0	0	0
ENSG00000212134	chr20	31376319	31376446	+	128	0	0	0	0	0	0
DEFB119	chr20	31377164	31390590	-	13427	0	0	0	0	0	0
DEFB121	chr20	31404845	31412838	-	7994	0	0	0	0	0	0
DEFB122	chr20	31421436	31429180	-	7745	2	0	0	0	0	0
DEFB123	chr20	31440632	31450257	+	9626	0	0	0	0	1	0
DEFB124	chr20	31465471	31476757	-	11287	0	8	0	0	2	0
REM1	chr20	31475288	31484895	+	9608	0	0	0	0	0	0
LINC00028	chr20	31485778	31487574	+	1797	0	0	0	0	0	0
HM13	chr20	31514410	31577923	+	63514	3620	4138	2120	2167	3028	834
ENSG00000274364	chr20	31535263	31535626	+	364	6	0	0	1	0	0
MCTS2	chr20	31547379	31548081	+	703	131	162	96	47	54	42
HM13-IT1	chr20	31563166	31564076	+	911	27	9	4	7	11	1
HM13-AS1	chr20	31567707	31573263	-	5557	850	929	380	551	845	206
ENSG00000278276	chr20	31580890	31581214	+	325	0	2	2	2	0	0
RNU6-384P	chr20	31581089	31581192	+	104	0	0	2	0	0	0
ENSG00000289875	chr20	31604359	31605126	-	768	0	0	0	0	0	0
ID1	chr20	31605283	31606515	+	1233	6	4	8	2	2	2
MIR3193	chr20	31607186	31607240	+	55	0	0	0	0	0	0
COX4I2	chr20	31637912	31645006	+	7095	0	0	2	4	0	0
BCL2L1	chr20	31664452	31723989	-	59538	10400	6977	3150	4329	3834	965
BCL2L1-AS1	chr20	31686216	31716825	+	30610	556	129	262	160	61	20
ABALON	chr20	31721507	31723409	+	1903	3316	2289	1068	1393	1286	286
ENSG00000289492	chr20	31738617	31739113	-	497	0	0	0	0	0	0
TPX2	chr20	31739271	31801805	+	62535	102	101	56	78	218	18
ENSG00000230801	chr20	31808503	31808749	-	247	0	0	0	0	0	0
MYLK2	chr20	31819308	31834689	+	15382	0	0	0	0	2	0
FOXS1	chr20	31844303	31845604	-	1302	0	0	0	0	0	0
DUSP15	chr20	31847637	31870664	-	23028	0	0	0	0	0	0
TTLL9	chr20	31870634	31945000	+	74367	31	24	23	21	17	4
RNU1-94P	chr20	31901254	31901426	+	173	0	0	0	0	0	0
PDRG1	chr20	31944337	31952046	-	7710	851	755	274	549	640	144
XKR7	chr20	31968151	32003387	+	35237	4	3	2	0	4	2
ENSG00000278012	chr20	31970181	31970831	+	651	0	0	0	0	0	0
ENSG00000226239	chr20	32005671	32031591	-	25921	0	1	0	0	0	0
RNA5SP481	chr20	32008351	32008472	+	122	0	0	0	0	0	0
CCM2L	chr20	32010438	32032180	+	21743	0	1	0	0	0	0
RNA5SP482	chr20	32050588	32050705	+	118	0	0	0	0	0	0
HCK	chr20	32052197	32101856	+	49660	0	0	1	0	0	0
TM9SF4	chr20	32109714	32167258	+	57545	3843	3348	2130	2602	2809	676
ENSG00000275576	chr20	32116171	32116629	+	459	3	0	0	0	0	0
RSL24D1P6	chr20	32170390	32170790	-	401	2	8	6	2	4	1
TSPY26P	chr20	32186477	32190527	-	4051	192	128	62	154	136	20
PLAGL2	chr20	32192504	32207743	-	15240	4362	5989	2089	3394	6418	1200
POFUT1	chr20	32207880	32238658	+	30779	3191	3099	1712	2236	2930	596
MIR1825	chr20	32237795	32237847	+	53	86	52	32	68	87	16
ENSG00000287850	chr20	32275117	32277510	-	2394	0	2	0	0	2	0
KIF3B	chr20	32277651	32335011	+	57361	2741	2116	1254	1932	2487	427
ENSG00000277692	chr20	32355053	32355734	+	682	0	0	0	6	1	0
ASXL1	chr20	32358330	32439319	+	80990	9144	7224	5395	5843	5458	1288
NOL4L	chr20	32443059	32585333	-	142275	3394	1546	1835	1379	798	236
ENSG00000236772	chr20	32449755	32453607	+	3853	251	105	186	119	95	14
ENSG00000286311	chr20	32485149	32487019	+	1871	18	0	2	4	2	1
ENSG00000277301	chr20	32509959	32520285	+	10327	271	151	179	103	51	23
ENSG00000233293	chr20	32561093	32573888	+	12796	36	14	6	18	11	0
NOL4L-DT	chr20	32564992	32608893	+	43902	82	45	7	43	35	7
ENSG00000228156	chr20	32581963	32593900	+	11938	34	33	1	22	24	7
C20orf203	chr20	32631625	32673941	-	42317	4	2	4	4	0	0
ENSG00000285382	chr20	32632183	32743567	-	111385	1210	1228	851	981	1186	310
BAK1P1	chr20	32690180	32690815	-	636	4	3	6	3	0	0
COMMD7	chr20	32702699	32743467	-	40769	1095	1138	771	876	1139	286
DNMT3B	chr20	32762385	32809359	+	46975	76	19	22	22	18	8
MAPRE1	chr20	32819954	32850405	+	30452	7501	8159	4335	5645	7974	1822
ENSG00000260536	chr20	32843128	32854257	-	11130	5211	5803	2900	3980	5695	1220
ENSG00000260257	chr20	32856621	32858751	+	2131	180	88	102	89	49	8
EFCAB8	chr20	32858923	32961845	+	102923	96	67	8	34	18	28
SUN5	chr20	32983773	33004433	-	20661	0	1	0	0	0	0
BPIFB2	chr20	33007704	33023703	+	16000	0	0	0	0	0	0
BPIFB6	chr20	33031648	33044047	+	12400	0	0	0	0	0	0
PUDPP3	chr20	33047517	33048152	-	636	0	0	0	0	0	0
BPIFB3	chr20	33053903	33073847	+	19945	0	0	2	0	0	0
BPIFB4	chr20	33079643	33111751	+	32109	0	4	0	0	0	0
BPIFA2	chr20	33161768	33181412	+	19645	0	0	0	0	0	0
SOCS2P1	chr20	33187391	33188292	+	902	0	0	0	0	0	0
BPIFA4P	chr20	33193585	33210462	+	16878	0	0	0	2	0	0
ENSG00000224876	chr20	33214920	33217067	-	2148	0	0	0	0	0	0
BPIFA3	chr20	33217310	33227806	+	10497	0	0	0	0	0	0
BPIFA1	chr20	33235995	33243311	+	7317	0	0	0	0	0	0
RPL12P3	chr20	33272262	33272657	-	396	0	0	0	0	0	0
BPIFB1	chr20	33273480	33309871	+	36392	0	0	0	0	0	0
BPIFB5P	chr20	33316869	33329969	+	13101	0	0	0	0	0	0
BPIFB9P	chr20	33347720	33354444	+	6725	20	16	16	8	0	2
CDK5RAP1	chr20	33358839	33401561	-	42723	1458	1222	796	905	960	200
ENSG00000288878	chr20	33401582	33401833	+	252	1	1	0	1	3	0
SNTA1	chr20	33407957	33443763	-	35807	234	165	94	121	168	16
CBFA2T2	chr20	33490075	33650036	+	159962	2276	1499	1595	1466	1084	288
ENSG00000275223	chr20	33655701	33656423	-	723	2	0	0	4	0	0
NECAB3	chr20	33657087	33674463	-	17377	253	219	100	254	176	46
C20orf144	chr20	33662327	33665619	+	3293	10	16	2	4	5	2
ACTL10	chr20	33666943	33668525	+	1583	36	57	22	40	42	5
ENSG00000271803	chr20	33674517	33675380	+	864	1	0	0	0	0	0
E2F1	chr20	33675477	33686385	-	10909	435	481	182	474	772	96
PXMP4	chr20	33702758	33720319	-	17562	582	326	360	352	258	62
ENSG00000229188	chr20	33728931	33731828	-	2898	0	0	0	0	0	0
ZNF341	chr20	33731657	33792269	+	60613	415	274	183	227	288	52
RPL31P2	chr20	33752167	33752543	-	377	4	2	25	4	4	0
ZNF341-AS1	chr20	33787373	33811109	-	23737	152	98	40	95	113	15
CHMP4B	chr20	33811348	33854366	+	43019	3350	3516	2812	2618	3396	886
TPM3P2	chr20	33912323	33913336	-	1014	0	0	0	1	0	0
PIGPP3	chr20	33965162	33965576	+	415	0	0	0	0	0	0
RALY-AS1	chr20	33980679	33994357	-	13679	553	631	242	408	414	88
RALY	chr20	33993646	34108308	+	114663	12243	13001	7365	9251	11365	2514
ENSG00000228386	chr20	34014969	34017749	-	2781	9	0	0	2	2	1
MIR4755	chr20	34049119	34049190	+	72	0	0	0	0	0	0
EIF2S2	chr20	34088309	34112243	-	23935	6841	7336	4510	5095	6624	1563
RPS2P1	chr20	34122470	34123290	+	821	0	0	2	0	0	2
ENSG00000287853	chr20	34132270	34136485	+	4216	0	0	0	0	0	0
ASIP	chr20	34194569	34269344	+	74776	82	81	34	88	106	14
XPOTP1	chr20	34213495	34215892	-	2398	18	16	11	8	13	2
ENSG00000250917	chr20	34234840	34281173	-	46334	1594	1572	779	1550	2193	404
ENSG00000236456	chr20	34245953	34246537	-	585	6	10	2	7	6	0
AHCY	chr20	34280268	34311802	-	31535	3387	3441	1556	3118	4403	850
ENSG00000272945	chr20	34281632	34286466	-	4835	464	420	134	430	553	108
ENSG00000234087	chr20	34347671	34347785	-	115	0	0	0	0	0	0
ITCH	chr20	34363235	34511773	+	148539	5123	3697	3210	3348	3423	831
ENSG00000289720	chr20	34363271	34540923	+	177653	7191	5789	4902	5009	5305	1339
CDC42P1	chr20	34402149	34402696	-	548	9	2	3	4	8	0
ITCH-AS1	chr20	34441592	34442025	-	434	0	4	0	0	0	0
ITCH-IT1	chr20	34450930	34454552	+	3623	16	0	8	2	8	0
MIR644A	chr20	34466325	34466418	+	94	0	0	0	1	0	0
FDX1P1	chr20	34475924	34476474	-	551	2	0	0	0	2	0
ENSG00000277558	chr20	34476205	34476787	+	583	0	0	2	0	0	0
DYNLRB1	chr20	34516395	34540958	+	24564	2049	2083	1684	1643	1869	505
MAP1LC3A	chr20	34546854	34560345	+	13492	25	52	8	26	24	6
PIGU	chr20	34560542	34698790	-	138249	1297	954	843	732	908	210
ENSG00000231034	chr20	34688688	34688978	+	291	0	0	0	0	0	0
NCOA6	chr20	34689097	34825651	-	136555	3905	2986	3440	2594	2796	744
TP53INP2	chr20	34704339	34713439	+	9101	89	104	64	88	134	22
ENSG00000286803	chr20	34741401	34807447	+	66047	2640	2087	2316	1751	1845	520
HMGB3P1	chr20	34833575	34834462	-	888	2	0	0	0	0	0
GGT7	chr20	34844720	34872856	-	28137	1426	1143	676	778	606	186
ACSS2	chr20	34872146	34927962	+	55817	1194	1056	697	991	988	266
GSS	chr20	34928432	34956027	-	27596	1361	1278	700	1027	1241	276
MYH7B	chr20	34955810	35002437	+	46628	112	68	52	51	36	10
MIR499A	chr20	34990376	34990497	+	122	0	2	0	0	0	0
MIR499B	chr20	34990400	34990472	-	73	0	2	0	0	0	0
TRPC4AP	chr20	35002404	35092807	-	90404	3988	3449	1904	2479	3022	712
RNU6-407P	chr20	35030317	35030420	-	104	2	1	0	0	1	0
EDEM2	chr20	35115364	35147336	-	31973	944	719	654	638	662	158
ENSG00000201151	chr20	35117136	35117207	-	72	3	4	0	1	4	0
PROCR	chr20	35172072	35216240	+	44169	284	116	178	130	67	17
ENSG00000278367	chr20	35174355	35174919	-	565	2	9	0	1	2	0
RNA5SP483	chr20	35195306	35195423	+	118	0	0	0	0	0	0
MMP24OS	chr20	35201745	35278131	-	76387	1709	1291	828	1274	954	213
MT1P3	chr20	35218009	35218185	+	177	8	2	5	7	5	1
MMP24	chr20	35226690	35276998	+	50309	781	547	375	593	427	97
ENSG00000279253	chr20	35262727	35264187	-	1461	77	73	40	58	26	6
ENSG00000261582	chr20	35267885	35280043	-	12159	2593	3127	1099	2369	2929	539
EIF6	chr20	35278907	35284985	-	6079	3123	4082	1296	2745	3857	819
FAM83C-AS1	chr20	35285251	35285756	+	506	2	0	0	0	0	0
FAM83C	chr20	35285731	35292425	-	6695	0	0	0	0	0	0
UQCC1	chr20	35302566	35412031	-	109466	1729	1186	958	1042	1076	252
GDF5-AS1	chr20	35433029	35435450	+	2422	4	0	0	0	0	0
GDF5	chr20	35433347	35454746	-	21400	14	0	0	2	2	1
MIR1289-1	chr20	35453954	35454097	-	144	0	0	0	0	0	0
CEP250	chr20	35455164	35519280	+	64117	3469	2254	2032	2460	2216	538
CEP250-AS1	chr20	35476203	35491005	-	14803	542	232	352	313	201	57
ENSG00000242507	chr20	35520852	35528255	-	7404	4	0	8	4	2	0
C20orf173	chr20	35523186	35529652	-	6467	0	0	6	0	2	0
ERGIC3	chr20	35542038	35557634	+	15597	4326	3322	2822	3280	2754	708
RPL36P4	chr20	35544430	35544747	-	318	25	9	4	10	6	2
FER1L4	chr20	35558737	35607562	-	48826	4	3	14	2	0	1
RPL37P1	chr20	35588324	35588607	+	284	0	0	0	0	0	0
SPAG4	chr20	35615829	35621094	+	5266	12	14	20	4	13	6
CPNE1	chr20	35626031	35664956	-	38926	13076	11138	8803	9340	9342	2898
ENSG00000272897	chr20	35632340	35674544	-	42205	8171	7702	5167	6069	7130	1850
RN7SKP271	chr20	35643143	35643462	+	320	5	2	0	1	4	0
RNU6-759P	chr20	35647328	35647430	-	103	4	0	2	0	0	0
RBM12	chr20	35648925	35664956	-	16032	6502	6663	4349	5038	6132	1532
NFS1	chr20	35668052	35699355	-	31304	1010	669	458	637	714	169
ROMO1	chr20	35699272	35700984	+	1713	555	667	168	512	628	124
RBM39	chr20	35701347	35742312	-	40966	13231	9633	8191	7559	8015	1957
ENSG00000289872	chr20	35742619	35743823	+	1205	0	0	0	0	0	0
RPF2P1	chr20	35752814	35753719	+	906	0	0	0	0	0	0
PHF20	chr20	35771974	35950370	+	178397	3559	2654	2252	2388	2452	587
COX7BP2	chr20	35850674	35850915	-	242	1	4	0	0	0	0
HIGD1AP16	chr20	35878476	35878733	+	258	0	0	0	0	0	0
RNU4-40P	chr20	35887659	35887801	+	143	0	0	0	0	0	0
RNU6-937P	chr20	35928570	35928675	-	106	0	0	0	0	0	0
SCAND1	chr20	35953617	35959472	-	5856	436	726	164	316	386	72
CNBD2	chr20	35954564	36030700	+	76137	51	40	26	20	23	5
NORAD	chr20	36045618	36051018	-	5401	13356	10068	8570	9838	8702	2060
ENSG00000234139	chr20	36051491	36085703	+	34213	2	3	2	0	0	2
ENSG00000277235	chr20	36064243	36064563	-	321	0	0	0	0	0	0
HMGB3P2	chr20	36076018	36076601	-	584	0	0	0	0	0	0
ENSG00000237063	chr20	36086252	36088192	-	1941	0	0	0	0	0	0
EPB41L1	chr20	36091504	36232799	+	141296	60	49	38	33	108	30
EPB41L1-AS1	chr20	36147281	36155760	-	8480	2	0	0	0	0	0
ENSG00000278035	chr20	36233851	36234297	+	447	0	0	0	0	0	0
AAR2	chr20	36236131	36270918	+	34788	2464	2340	1140	1533	2075	512
DLGAP4	chr20	36306336	36528637	+	222302	1918	1417	1296	1304	925	278
DLGAP4-AS1	chr20	36507702	36573391	-	65690	1074	791	827	772	584	169
MYL9	chr20	36541497	36551447	+	9951	10	2	10	2	8	2
TGIF2	chr20	36573488	36593950	+	20463	4107	4080	1519	2660	3026	826
TGIF2-RAB5IF	chr20	36574553	36612384	+	37832	5518	5692	2283	3624	4488	1155
RAB5IF	chr20	36605779	36612557	+	6779	1422	1650	758	990	1510	330
SLA2	chr20	36612318	36646196	-	33879	1387	1770	539	1436	2664	424
HNRNPA3P2	chr20	36620403	36621423	+	1021	6	8	2	2	6	0
NDRG3	chr20	36651766	36746090	-	94325	2488	1528	1520	1554	1474	333
ENSG00000289373	chr20	36677488	36677797	+	310	0	0	0	2	0	0
DSN1	chr20	36751791	36773818	-	22028	696	341	387	504	511	66
SOGA1	chr20	36777447	36863538	-	86092	164	184	98	76	76	40
RN7SL156P	chr20	36870099	36870402	+	304	0	0	0	0	0	0
TLDC2	chr20	36876121	36894235	+	18115	13116	7430	7319	6039	2321	1180
SAMHD1	chr20	36890229	36951893	-	61665	24419	14040	14922	10940	4154	2361
RBL1	chr20	36996349	37095997	-	99649	1914	1211	1189	1417	2087	305
RPS3AP3	chr20	37021743	37021984	-	242	0	0	2	2	2	0
RPS27AP3	chr20	37049254	37049707	+	454	0	0	0	0	0	0
ENSG00000269846	chr20	37095785	37097178	+	1394	26	20	5	17	25	1
MROH8	chr20	37101226	37179588	-	78363	310	322	101	187	199	56
ENSG00000236159	chr20	37165774	37166312	-	539	0	0	0	0	1	0
RPN2	chr20	37178410	37241619	+	63210	6664	6817	4911	5052	6418	1497
GHRH	chr20	37251086	37261819	-	10734	0	0	2	0	0	0
MANBAL	chr20	37289649	37317260	+	27612	918	654	463	490	492	114
ENSG00000286240	chr20	37338886	37344109	-	5224	1	0	0	0	2	0
SRC	chr20	37344685	37406050	+	61366	181	155	69	85	127	36
RPL7AP14	chr20	37444733	37445534	-	802	2	0	0	10	0	2
BLCAP	chr20	37492472	37527931	-	35460	2737	2139	1599	1646	1285	359
NNAT	chr20	37521206	37523690	+	2485	62	31	45	55	20	0
ENSG00000276603	chr20	37526642	37527060	-	419	20	11	4	12	2	2
PPIAP3	chr20	37530039	37530543	+	505	2	2	2	4	0	0
LINC01746	chr20	37571103	37591493	+	20391	0	0	0	0	0	0
GLRXP1	chr20	37602852	37603185	-	334	0	0	0	0	0	0
LINC00489	chr20	37619298	37623119	-	3822	0	0	0	0	0	0
ENSG00000204117	chr20	37676889	37683234	+	6346	0	1	1	0	1	0
CTNNBL1	chr20	37693955	37872129	+	178175	2342	2122	1394	1700	1976	526
VSTM2L	chr20	37903111	37945350	+	42240	4	2	12	4	6	2
RN7SKP185	chr20	37975156	37975481	-	326	6	0	0	0	0	0
TTI1	chr20	37983007	38033461	-	50455	2368	1644	1612	1561	1810	444
RPRD1B	chr20	38033725	38127780	+	94056	2651	2102	1516	1732	1796	438
RN7SL237P	chr20	38098414	38098700	-	287	0	0	0	0	0	0
ENSG00000277550	chr20	38103524	38104961	-	1438	1	2	2	0	0	0
TGM2	chr20	38127385	38166578	-	39194	2	0	0	0	1	0
KIAA1755	chr20	38210503	38260772	-	50270	0	0	0	0	2	0
ENSG00000277829	chr20	38233251	38233799	-	549	0	0	0	0	0	0
ENSG00000285144	chr20	38260149	38304332	+	44184	0	0	4	0	0	0
ENSG00000285347	chr20	38260175	38293892	+	33718	0	0	4	0	0	0
ENSG00000285100	chr20	38270778	38274020	+	3243	0	0	0	0	0	0
ENSG00000206249	chr20	38288331	38326536	-	38206	2	2	1	0	1	0
BPI	chr20	38304150	38337505	+	33356	2	2	9	0	1	0
LBP	chr20	38346482	38377013	+	30532	0	0	0	0	1	0
ENSG00000275285	chr20	38378825	38383179	+	4355	0	0	0	0	1	0
ENSG00000224635	chr20	38404893	38416797	-	11905	469	466	170	80	65	48
ENSG00000275401	chr20	38418483	38419202	-	720	33	15	14	8	3	5
SNHG17	chr20	38419638	38435409	-	15772	1641	2091	454	587	698	144
SNORA71B	chr20	38425083	38425354	-	272	21	20	6	24	15	6
SNORA71A	chr20	38427309	38427442	-	134	8	3	4	1	2	0
SNORA71C	chr20	38429670	38429803	-	134	3	9	4	2	1	0
SNORA71D	chr20	38433865	38433998	-	134	0	0	0	0	0	0
SNHG11	chr20	38446343	38450940	+	4598	152	148	56	130	108	24
SNORA71E	chr20	38448084	38448215	+	132	5	1	0	1	1	3
SNORA60	chr20	38449370	38449503	+	134	1	0	0	2	2	0
RALGAPB	chr20	38472816	38578859	+	106044	7656	4906	5821	4775	4615	1242
MIR548O2	chr20	38516563	38516632	+	70	0	0	0	2	0	0
RPS3P2	chr20	38537758	38538458	+	701	6	0	6	0	2	0
ADIG	chr20	38581195	38588463	+	7269	2	0	0	0	0	0
ENSG00000289012	chr20	38581197	38623493	+	42297	2	0	0	0	0	0
ARHGAP40	chr20	38601809	38651035	+	49227	0	0	0	2	1	0
ENSG00000213959	chr20	38614913	38615476	-	564	0	0	0	0	0	0
SLC32A1	chr20	38724486	38729372	+	4887	0	0	0	0	0	0
ACTR5	chr20	38748460	38772520	+	24061	958	721	596	597	510	154
RN7SKP173	chr20	38761528	38761842	+	315	8	2	5	8	1	0
PPP1R16B	chr20	38805697	38923024	+	117328	2760	4736	1262	1604	3646	998
RN7SL116P	chr20	38872770	38873074	+	305	0	0	0	0	0	0
FAM83D	chr20	38926312	38953106	+	26795	72	66	86	73	53	6
ENSG00000274825	chr20	38955910	38956547	+	638	0	0	0	0	0	0
DHX35-DT	chr20	38961925	38962111	-	187	4	0	6	2	0	0
DHX35	chr20	38962299	39039723	+	77425	1052	738	640	684	584	142
ENSG00000277581	chr20	38962472	38962993	+	522	0	0	0	0	0	0
NPM1P19	chr20	38977711	38978422	-	712	2	4	2	0	6	4
LINC01734	chr20	39213777	39224748	-	10972	0	0	0	0	0	0
ENSG00000287983	chr20	39231115	39233836	-	2722	0	2	0	0	0	0
ATG3P1	chr20	39329014	39329924	-	911	0	0	0	0	0	0
RN7SL680P	chr20	39349094	39349392	-	299	0	0	0	0	0	0
ENSG00000286083	chr20	39655325	39663552	-	8228	0	0	0	0	0	0
ENSG00000229976	chr20	39757202	39815097	+	57896	25	12	18	3	2	5
HSPE1P1	chr20	39932922	39933239	-	318	0	0	0	0	0	0
LINC01370	chr20	40004216	40011323	+	7108	0	0	0	0	0	0
ENSG00000233415	chr20	40031585	40043889	+	12305	0	0	0	0	0	0
ENSG00000223410	chr20	40121041	40126357	+	5317	0	0	0	0	0	0
MAFB	chr20	40685848	40689236	-	3389	0	0	0	0	0	0
ENSG00000229771	chr20	40696499	40698616	-	2118	0	0	0	0	0	0
ENSG00000286972	chr20	40717257	40758636	+	41380	0	0	0	2	0	2
RNA5SP484	chr20	40854119	40854229	-	111	0	0	0	0	0	0
RNU2-52P	chr20	41024205	41024394	+	190	0	0	0	0	0	0
TOP1	chr20	41028822	41124487	+	95666	8082	7622	5792	5254	7031	1712
PLCG1-AS1	chr20	41098019	41138003	-	39985	5821	5279	4044	3861	5211	1108
PLCG1	chr20	41136960	41196801	+	59842	12561	6904	7112	8444	5038	1285
MIR6871	chr20	41169023	41169078	+	56	12	5	0	2	5	1
ZHX3	chr20	41178448	41317731	-	139284	1156	592	733	695	709	174
ENSG00000272407	chr20	41196647	41196938	-	292	11	5	7	5	6	2
RPL23AP81	chr20	41196691	41197157	+	467	14	7	13	6	6	5
RN7SL615P	chr20	41290280	41290577	-	298	0	0	0	0	0	0
ADI1P1	chr20	41331123	41331660	+	538	0	0	0	0	0	0
LPIN3	chr20	41340821	41360582	+	19762	8	8	2	4	4	2
EMILIN3	chr20	41359962	41366818	-	6857	4	2	1	0	0	0
ENSG00000229398	chr20	41382383	41383107	+	725	0	0	0	0	0	0
CHD6	chr20	41402083	41618384	-	216302	5939	2627	4112	3488	2270	562
ENSG00000235088	chr20	41459354	41461944	-	2591	6	4	2	0	0	2
ENSG00000273951	chr20	41485571	41486225	-	655	2	2	2	1	0	0
RPL12P11	chr20	41547422	41547922	+	501	5	0	0	0	2	0
ENSG00000288843	chr20	41623499	41715725	-	92227	4	2	2	4	0	0
RNU6-1018P	chr20	41684986	41685091	-	106	0	0	0	0	0	0
ENSG00000212224	chr20	41712479	41712600	-	122	0	0	0	0	0	0
ENSG00000225458	chr20	41991140	42063969	+	72830	0	0	0	0	0	0
ENSG00000223651	chr20	41997131	41999397	-	2267	0	0	0	0	0	0
ENSG00000228959	chr20	42014034	42015478	-	1445	0	0	0	0	0	0
PTPRT	chr20	42072752	43189970	-	1117219	8	0	0	0	0	1
ENSG00000229892	chr20	42606694	42607559	+	866	0	0	0	0	0	0
ENSG00000229042	chr20	42685404	42688562	+	3159	0	0	0	0	0	0
PTPRT-AS1	chr20	42968743	42971492	+	2750	0	0	0	0	0	0
RN7SKP100	chr20	43063326	43063609	+	284	0	0	0	0	0	0
PTPRT-DT	chr20	43189998	43202603	+	12606	0	0	0	0	0	0
RN7SL666P	chr20	43222206	43222509	+	304	0	0	0	0	0	0
PPIAP21	chr20	43230760	43231260	+	501	0	2	0	1	0	0
ENSG00000252193	chr20	43304555	43304679	+	125	0	0	0	0	0	0
ENSG00000237555	chr20	43388642	43389041	-	400	0	0	0	0	0	0
RNU6-743P	chr20	43405473	43405578	+	106	0	0	0	0	0	0
EIF4EBP2P1	chr20	43423196	43423538	-	343	0	0	0	0	0	0
SRSF6	chr20	43457893	43466046	+	8154	9908	9333	6373	6615	8296	1778
ENSG00000288000	chr20	43458054	43541881	+	83828	10171	9186	6518	6709	8354	1800
RNU6-1251P	chr20	43473013	43473119	+	107	1	0	0	0	0	0
L3MBTL1	chr20	43489442	43550954	+	61513	539	269	275	232	164	62
ENSG00000234271	chr20	43523261	43523572	-	312	0	4	0	0	0	0
ENSG00000277611	chr20	43540171	43569498	+	29328	342	130	221	133	73	32
ENSG00000226143	chr20	43549389	43550949	-	1561	63	37	19	34	12	2
SGK2	chr20	43558968	43588237	+	29270	70	15	52	32	12	8
